name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Entertrainen - Zwembad Den Hommel,"['Aqua', 'Pilates', 'Swimming']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuid,Kennedylaan 5,https://urbansportsclub.com//en/venues/zwembad-den-hommel,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen - Zwembad Den Hommel', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3533 KH', 'streetAddress': 'Kennedylaan 5'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.08132', 'longitude': '5.084585'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_vrb78ig4wdjxwobjizme_1727780938660543.png?generation=1727780938750445&amp;alt=media'}",52.08132,5.084585,
Dutch Gym,"['Fitness', 'Functional Training', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Groeneweg 46,https://urbansportsclub.com//en/venues/dutch-gym,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dutch Gym', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3531 VG', 'streetAddress': 'Groeneweg 46'}, 'telephone': '+44 308785325', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0912977', 'longitude': '5.0905471'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_2048x1152_ebiknespuxqzyyiqc6sz_172656881138610.png?generation=1726568811219918&amp;alt=media'}",52.0912977,5.0905471,
Yoga Point Zuilen,"['Dance', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuilen,Wallesteinlaan 45,https://urbansportsclub.com//en/venues/yoga-point-zuilen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Point Zuilen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3554 HM', 'streetAddress': 'Wallesteinlaan 45'}, 'telephone': '+44 644028560', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1149816', 'longitude': '5.0890484'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_ib95ezdjuxqyeq4l7s4b_1727070159553078.png?generation=1727070159600780&amp;alt=media'}",52.1149816,5.0890484,
bbb health boutique Utrecht,"['Fitness', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Kaatstraat 121,https://urbansportsclub.com//en/venues/bbb-health-boutique-utrecht,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'bbb health boutique Utrecht', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3513 BV', 'streetAddress': 'Kaatstraat 121'}, 'telephone': '+44 886440030', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0982719', 'longitude': '5.112481'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_qjjbpupizfwrjncyiaza_1727333178803776.png?generation=1727333178972539&amp;alt=media'}",52.0982719,5.112481,
BASE for Stability - Lombok,"['Barre', 'Bootcamp', 'Dance', 'Fitness', 'Meditation', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Kanaalstraat 254,https://urbansportsclub.com//en/venues/base-for-stability-kanaalstraat,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'BASE for Stability - Lombok', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3531 CS', 'streetAddress': 'Kanaalstraat 254'}, 'telephone': '+44 612563612', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0905713', 'longitude': '5.0935423'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_bm5dyouxdxtf9eqavxmz_1729258417693733.png?generation=1729258417779948&amp;alt=media'}",52.0905713,5.0935423,
Heart Yoga,"['Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Samuel van Houtenstraat 28,https://urbansportsclub.com//en/venues/heart-yoga,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Heart Yoga', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3515 EB', 'streetAddress': 'Samuel van Houtenstraat 28'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1041521', 'longitude': '5.1161073'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1015x571_snd1qcpv5ou60bc1voyc_1726815191742732.png?generation=1726815191867714&amp;alt=media'}",52.1041521,5.1161073,
Yoga Moves Studio HOT,"['Meditation', 'Pilates', 'Relaxation', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Oost,Jan van Scorelstraat 41,https://urbansportsclub.com//en/venues/yoga-moves-hot-studio,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Moves Studio HOT', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3583 CK', 'streetAddress': 'Jan van Scorelstraat 41'}, 'telephone': '+44 630326059', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0859176', 'longitude': '5.1439761'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1763x992_ifhjkgfst8b1xntdtqpo_172969064568075.png?generation=1729690645169811&amp;alt=media'}",52.0859176,5.1439761,
BASE for Stability - Lombok 2,"['Dance', 'Meditation', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,1e Atjehstraat 2,https://urbansportsclub.com//en/venues/base-for-stability-1e-atjehstraat,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'BASE for Stability - Lombok 2', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3531 SK', 'streetAddress': '1e Atjehstraat 2'}, 'telephone': '+44 612563612', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.092475', 'longitude': '5.0965468'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_i7vpoxluwmoginhxvpt2_1726470865693619.png?generation=1726470865753997&amp;alt=media'}",52.092475,5.0965468,
Newstyle Healthcenters Oudegracht,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Oudegracht 252,https://urbansportsclub.com//en/venues/newstyle-healthcenters-oudegrach,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters Oudegracht', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3511 NV', 'streetAddress': 'Oudegracht 252'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0875527', 'longitude': '5.1220732'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_q1y0jztihm1isfuwkoee_1726731905475657.png?generation=1726731905584430&amp;alt=media'}",52.0875527,5.1220732,
Newstyle Healthcenters Oudewijkerdwarsstraat,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Oost,Oudwijkerdwarsstraat 104,https://urbansportsclub.com//en/venues/newstyle-healthcenters-oudewijkerdwarsstraat,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters Oudewijkerdwarsstraat', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3581 LH', 'streetAddress': 'Oudwijkerdwarsstraat 104'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.087647', 'longitude': '5.1345184'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_cpxxntd6hk66tu4d6njn_1726586968953436.png?generation=1726586969058956&amp;alt=media'}",52.087647,5.1345184,
TrainMore Oog in AL,"['Fitness', 'Indoor Cycling', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Kanaalweg 94-A,https://urbansportsclub.com//en/venues/trainmore-oog-in-al,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'TrainMore Oog in AL', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3533 HH', 'streetAddress': 'Kanaalweg 94-A'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0892962', 'longitude': '5.0880471'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_cuen0mdin908nxuda7zx_1726669712553227.png?generation=1726669712639280&amp;alt=media'}",52.0892962,5.0880471,
Yoga Centrum Rivierenwijk,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Rijnlaan 167,https://urbansportsclub.com//en/venues/yoga-centrum-rivierenwijk,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Centrum Rivierenwijk', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3522 BJ', 'streetAddress': 'Rijnlaan 167'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0705847', 'longitude': '5.1131587'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_nlzwfvuqagcycojz02gj_1726231765263934.png?generation=1726231765424352&amp;alt=media'}",52.0705847,5.1131587,
Mom Moves Indoor,['Pilates'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Overvecht,Thorbeckelaan 18c,https://urbansportsclub.com//en/venues/mom-moves-indoor,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Mom Moves Indoor', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3552 CS', 'streetAddress': 'Thorbeckelaan 18c'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1068291', 'longitude': '5.0982721'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_gyymgino6b9ntc6a2kgv_1726652360809112.png?generation=1726652360912361&amp;alt=media'}",52.1068291,5.0982721,
Improving You,"['Bootcamp', 'Boxing Sports', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Vleutensevaart 50,https://urbansportsclub.com//en/venues/improving-you,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Improving You', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3532 AD', 'streetAddress': 'Vleutensevaart 50'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.094731', 'longitude': '5.0823886'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_hazoqrj3dzxrrfp9yy4j_1726828558560516.png?generation=1726828558651623&amp;alt=media'}",52.094731,5.0823886,
Curly Moves - Studio Akasha,"['Barre', 'Dance', 'Fitness', 'Functional Training', 'Pilates']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Bilderdijkstraat 78,https://urbansportsclub.com//en/venues/curly-moves,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Curly Moves - Studio Akasha', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3532 VJ', 'streetAddress': 'Bilderdijkstraat 78'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0943694', 'longitude': '5.0998949'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_w6jrbutpicv1fhxq3s1e_1727856562960797.png?generation=1727856563061091&amp;alt=media'}",52.0943694,5.0998949,
ALL INN Fitness,"['Boxing Sports', 'Fitness', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Vlampijpstraat 79,https://urbansportsclub.com//en/venues/all-inn-fitness,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'ALL INN Fitness ', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3534 AR', 'streetAddress': 'Vlampijpstraat 79'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1046706', 'longitude': '5.0846718'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_tgfnghp4vcwzmge3cwvg_1727344144464243.png?generation=1727344144577907&amp;alt=media'}",52.1046706,5.0846718,
De Flow Studio,"['Meditation', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Luxemburgpromenade 1,https://urbansportsclub.com//en/venues/luxemburgpromenade-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'De Flow Studio', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3541 DB', 'streetAddress': 'Luxemburgpromenade 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.094821682667', 'longitude': '5.0652345976227'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_lkejyzqfxvzie94g2ip0_1729253754521348.png?generation=1729253754583652&amp;alt=media'}",52.094821682667,5.0652345976227,
Yoga Moves Studio FLY,"['Aerial', 'Dance', 'Pilates', 'Relaxation', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Croeselaan 209,https://urbansportsclub.com//en/venues/yoga-moves-fly-studio,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Moves Studio FLY', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3521 BN', 'streetAddress': 'Croeselaan 209'}, 'telephone': '+44 630326059', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0837414', 'longitude': '5.1094821'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1618x910_s5peyjfbkr5ik1uayotr_1729690800149735.png?generation=1729690800251291&amp;alt=media'}",52.0837414,5.1094821,
De Workout THE GYM,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Oudenoord 390,https://urbansportsclub.com//en/venues/de-workout-the-gym,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'De Workout THE GYM', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3513 EX', 'streetAddress': 'Oudenoord 390'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1000884', 'longitude': '5.1079566'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_on2domgtlkuzuo8swdap_1727512450353366.png?generation=1727512450449464&amp;alt=media'}",52.1000884,5.1079566,
Yogaya,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Westerkade 23,https://urbansportsclub.com//en/venues/yogaya-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yogaya', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3511 HB', 'streetAddress': 'Westerkade 23'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0798455', 'longitude': '5.1226613'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_jcppreeetkcaemgdi7ex_1726499151367555.png?generation=1726499151471634&amp;alt=media'}",52.0798455,5.1226613,
ApenkooiGym - Utrecht Nolenslaan,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Nolenslaan 33B,https://urbansportsclub.com//en/venues/utrecht-nolenslaan,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'ApenkooiGym - Utrecht Nolenslaan', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3515 VB', 'streetAddress': 'Nolenslaan 33B'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1038194', 'longitude': '5.1169413'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_etuifdogtpugug6wdwxi_1727433247711859.png?generation=1727433247794301&amp;alt=media'}",52.1038194,5.1169413,
Yoga Point Leidsche Rijn,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Strijkviertel 26,https://urbansportsclub.com//en/venues/yoga-point-leidsche-rijn,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Point Leidsche Rijn', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3454 PM', 'streetAddress': 'Strijkviertel 26'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0811619', 'longitude': '5.0604017'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_lyzb67asaz74c7aupviu_1726509649206931.png?generation=1726509649373738&amp;alt=media'}",52.0811619,5.0604017,
Elevate Lifestyle,"['Fitness', 'Hyrox']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,De Meern,De Dompelaar 4,https://urbansportsclub.com//en/venues/elevate-lifestyle,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Elevate Lifestyle', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3454 XZ', 'streetAddress': 'De Dompelaar 4'}, 'telephone': '+44 643017061', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0769058', 'longitude': '5.0342299'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1077x606_htchwe0y6fcnunjz5awn_1726740268349721.png?generation=1726740268445009&amp;alt=media'}",52.0769058,5.0342299,
Sportcentrum Olympos,"['Barre', 'Bootcamp', 'Boxing Sports', 'Dance', 'Fitness', 'Indoor Cycling', 'Mixed Martial Arts', 'Pilates', 'Pole Dance', 'Squash', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Oost,Uppsalalaan 3,https://urbansportsclub.com//en/venues/sportcentrum-olympos,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Sportcentrum Olympos', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3584 CT', 'streetAddress': 'Uppsalalaan 3'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.091179338', 'longitude': '5.175308591'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_aq14tioh6gkqje6godgv_1728053017846308.png?generation=1728053017929286&amp;alt=media'}",52.091179338,5.175308591,
Yoga Point Vleuten,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Vleuten-De Meern,Kees Valkensteinlaan 4,https://urbansportsclub.com//en/venues/yoga-point-vleuten,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Point Vleuten', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3451 CJ', 'streetAddress': 'Kees Valkensteinlaan 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.105379', 'longitude': '5.013187'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_lejltrigngpvqvsblume_1726510652682816.png?generation=1726510652784586&amp;alt=media'}",52.105379,5.013187,
Newstyle Healthcenters Ondiep/Thorbecke,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordwest,Thorbeckelaan,https://urbansportsclub.com//en/venues/newstyle-healthcenters-ondiep-thorbecke,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters Ondiep/Thorbecke', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3552', 'streetAddress': 'Thorbeckelaan'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.106513', 'longitude': '5.0980092'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_iacrymmnzh0knjaim0eb_1726586402408040.png?generation=1726586402515701&amp;alt=media'}",52.106513,5.0980092,
Change= 24/7 Health Club Utrecht Leidsche Rijn,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Rigastraat 507,https://urbansportsclub.com//en/venues/change-24-7-health-club-utrecht-leidsche-rijn,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Change= 24/7 Health Club Utrecht Leidsche Rijn', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3541', 'streetAddress': 'Rigastraat 507'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0973553', 'longitude': '5.0702067'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1395x785_eqcdnmnqscoh2mfj1t9o_1726474328529509.png?generation=1726474328692577&amp;alt=media'}",52.0973553,5.0702067,
Re-define,"['Fitness', 'Functional Training', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Eendrachtlaan,https://urbansportsclub.com//en/venues/re-define,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Re-define', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3526 LB', 'streetAddress': 'Eendrachtlaan'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0639701', 'longitude': '5.1098645'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_cstl1bcanx3h0xnqfzbv_1727779656615248.png?generation=1727779656744224&amp;alt=media'}",52.0639701,5.1098645,
Ladies only gym Proud PT,"['Boxing Sports', 'Fitness']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Overvliet 74,https://urbansportsclub.com//en/venues/ladies-only-gym-proud-pt,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Ladies only gym Proud PT', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3545', 'streetAddress': 'Overvliet 74'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.079993', 'longitude': '5.0623'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1242x698_wawlectsxanuplsl0l9b_1726830164312745.png?generation=1726830164417394&amp;alt=media'}",52.079993,5.0623,
HAL22 Gym,"['Boxing Sports', 'Fitness', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Zonnebaan 22,https://urbansportsclub.com//en/venues/hal22-gym,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'HAL22 Gym', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3542 EE', 'streetAddress': 'Zonnebaan 22'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1194574', 'longitude': '5.0404654'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_aftprifjj9slupj679co_1726822404825017.png?generation=1726822404952640&amp;alt=media'}",52.1194574,5.0404654,
Newstyle Healthcenters Leidsche Rijn,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Fletcher Hendersonstraat 47,https://urbansportsclub.com//en/venues/newstyle-healthcenters-leidsche-rijn,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters Leidsche Rijn', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3543', 'streetAddress': 'Fletcher Hendersonstraat 47'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1012132', 'longitude': '5.0513813'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_zxhm0nhsxtkpbyzgs7bl_1726582185394061.png?generation=1726582185494244&amp;alt=media'}",52.1012132,5.0513813,
